"date,""2023-03-20 11:58:35.018819"",""U min:"",""-5.0"",""['U max:', 5.0]"",""['I min:', -10.0]"",""['I max:', 10.0]"",""['Step:', 5.0]"",""['Sample Average:', 10.0]"""
"UI Measure,""Voltage [V]"",""Current [A]"""
"0.018118,""-1e-06"""
"0.024002,""-3e-06"""
"0.026208,""-4e-06"""
"0.031356,""-1e-06"""
"0.036136,""-1e-06"""
"0.042018,""-4e-06"""
"0.047533,""-3e-06"""
"0.053416,""-1e-06"""
"0.057461,""-2e-06"""
"0.062608,""-4e-06"""
"0.065182,""-3e-06"""
"0.070697,""-1e-06"""
"0.07658,""-2e-06"""
"0.083933,""-4e-06"""
"0.086139,""-3e-06"""
"0.09239,""-1e-06"""
"0.095331,""-2e-06"""
"0.097538,""-3e-06"""
"0.100847,""-2e-06"""
"0.107833,""-0.0"""
"0.111877,""-2e-06"""
"0.115922,""-2e-06"""
"0.120334,""-1e-06"""
"0.125114,""1e-06"""
"0.132835,""-0.0"""
"0.136879,""-1e-06"""
"0.141659,""1e-06"""
"0.146806,""3e-06"""
"0.153424,""2e-06"""
"0.157469,""2e-06"""
"0.16519,""5e-06"""
"0.168131,""7e-06"""
"0.172177,""7e-06"""
"0.179898,""8e-06"""
"0.183207,""1.3e-05"""
"0.186516,""1.7e-05"""
"0.192767,""1.9e-05"""
"0.196811,""2.3e-05"""
"0.202326,""3e-05"""
"0.210047,""3.8e-05"""
"0.215195,""4.4e-05"""
"0.219607,""5.4e-05"""
"0.224019,""6.8e-05"""
"0.224019,""8.2e-05"""
"0.232843,""9.6e-05"""
"0.238358,""0.000119"""
"0.244976,""0.000146"""
"0.249389,""0.000174"""
"0.252331,""0.000207"""
"0.257478,""0.000251"""
"0.262993,""0.000304"""
"0.268508,""0.00036"""
"0.274391,""0.000426"""
"0.278068,""0.000518"""
"0.282112,""0.000619"""
"0.285789,""0.000739"""
"0.294981,""0.000873"""
"0.300864,""0.001047"""
"0.304173,""0.001231"""
"0.307482,""0.001431"""
"0.314835,""0.001664"""
"0.321086,""0.001979"""
"0.325867,""0.0023"""
"0.32844,""0.002614"""
"0.333588,""0.003025"""
"0.338735,""0.003523"""
"0.345353,""0.004048"""
"0.347559,""0.004582"""
"0.35381,""0.005225"""
"0.356383,""0.005999"""
"0.363002,""0.006788"""
"0.367046,""0.007691"""
"0.374032,""0.00868"""
"0.377341,""0.009868"""
"0.385797,""0.011104"""
"0.389106,""0.012382"""
"0.394621,""0.013816"""
"0.39977,""0.015552"""
"0.403814,""0.017352"""
